year,day,month,Q
1957,16,Jun,36
1957,17,Jun,28
1957,18,Jun,26
1957,19,Jun,22
1957,20,Jun,19
1957,21,Jun,16
1957,22,Jun,12
1957,23,Jun,10
1957,24,Jun,28
1957,25,Jun,33
1957,26,Jun,35
1957,27,Jun,35
1957,28,Jun,42
1957,29,Jun,38
1957,30,Jun,32
1958,1,Jun,6.7
1958,2,Jun,8.5
1958,3,Jun,10
1958,4,Jun,12
1958,5,Jun,15
1958,6,Jun,20
1958,7,Jun,21
1958,8,Jun,21
1958,9,Jun,28
1958,10,Jun,21
1958,11,Jun,15
1958,12,Jun,14
1958,13,Jun,11
1958,14,Jun,14
1958,15,Jun,16
1958,16,Jun,21
1958,17,Jun,22
1958,18,Jun,29
1958,19,Jun,40
1958,20,Jun,35
1958,21,Jun,30
1958,22,Jun,21
1958,23,Jun,17
1958,24,Jun,14
1958,25,Jun,12
1958,26,Jun,11
1958,27,Jun,13
1958,28,Jun,20
1958,29,Jun,40
1958,30,Jun,47
1959,1,Jun,51
1959,2,Jun,51
1959,3,Jun,58
1959,4,Jun,46
1959,5,Jun,43
1959,6,Jun,46
1959,7,Jun,57
1959,8,Jun,65
1959,9,Jun,73
1959,10,Jun,54
1959,11,Jun,36
1959,12,Jun,31
1959,13,Jun,27
1959,14,Jun,21
1959,15,Jun,26
1959,16,Jun,25
1959,17,Jun,23
1959,18,Jun,21
1959,19,Jun,20
1959,20,Jun,17
1959,21,Jun,16
1959,22,Jun,11
1959,23,Jun,8.59
1959,24,Jun,8.96
1959,25,Jun,8.96
1959,26,Jun,10
1959,27,Jun,15
1959,28,Jun,20
1959,29,Jun,23
1959,30,Jun,21
1960,1,Jun,14
1960,2,Jun,12
1960,3,Jun,11
1960,4,Jun,11
1960,5,Jun,16
1960,6,Jun,20
1960,7,Jun,25
1960,8,Jun,25
1960,9,Jun,20
1960,10,Jun,19
1960,11,Jun,16
1960,12,Jun,16
1960,13,Jun,16
1960,14,Jun,15
1960,15,Jun,16
1960,16,Jun,17
1960,17,Jun,15
1960,18,Jun,11
1960,19,Jun,10
1960,20,Jun,8.16
1960,21,Jun,6.83
1960,22,Jun,6.09
1960,23,Jun,6.09
1960,24,Jun,6.09
1960,25,Jun,5.35
1960,26,Jun,4.98
1960,27,Jun,4.61
1960,28,Jun,4.61
1960,29,Jun,4.61
1960,30,Jun,3.87
1961,1,Jun,47
1961,2,Jun,47
1961,3,Jun,35
1961,4,Jun,62
1961,5,Jun,75
1961,6,Jun,63
1961,7,Jun,66
1961,8,Jun,59
1961,9,Jun,47
1961,10,Jun,44
1961,11,Jun,41
1961,12,Jun,38
1961,13,Jun,36
1961,14,Jun,33
1961,15,Jun,28
1961,16,Jun,25
1961,17,Jun,21
1961,18,Jun,25
1961,19,Jun,26
1961,20,Jun,28
1961,21,Jun,22
1961,22,Jun,24
1961,23,Jun,22
1961,24,Jun,17
1961,25,Jun,14
1961,26,Jun,14
1961,27,Jun,35
1961,28,Jun,57
1961,29,Jun,63
1961,30,Jun,57
1962,1,Jun,19
1962,2,Jun,16
1962,3,Jun,16
1962,4,Jun,19
1962,5,Jun,25
1962,6,Jun,27
1962,7,Jun,23
1962,8,Jun,21
1962,9,Jun,19
1962,10,Jun,17
1962,11,Jun,16
1962,12,Jun,16
1962,13,Jun,16
1962,14,Jun,16
1962,15,Jun,16
1962,16,Jun,16
1962,17,Jun,15
1962,18,Jun,14
1962,19,Jun,15
1962,20,Jun,16
1962,21,Jun,17
1962,22,Jun,15
1962,23,Jun,12
1962,24,Jun,11
1962,25,Jun,10
1962,26,Jun,8.16
1962,27,Jun,8.16
1962,28,Jun,7.68
1962,29,Jun,8.16
1962,30,Jun,6.83
1963,1,Jun,6.83
1963,2,Jun,7.68
1963,3,Jun,13
1963,4,Jun,24
1963,5,Jun,36
1963,6,Jun,55
1963,7,Jun,48
1963,8,Jun,40
1963,9,Jun,39
1963,10,Jun,46
1963,11,Jun,50
1963,12,Jun,46
1963,13,Jun,38
1963,14,Jun,29
1963,15,Jun,23
1963,16,Jun,24
1963,17,Jun,23
1963,18,Jun,23
1963,19,Jun,21
1963,20,Jun,17
1963,21,Jun,15
1963,22,Jun,13
1963,23,Jun,11
1963,24,Jun,10
1963,25,Jun,9.6
1963,26,Jun,10
1963,27,Jun,10
1963,28,Jun,10
1963,29,Jun,10
1963,30,Jun,12
1964,1,Jun,67
1964,2,Jun,64
1964,3,Jun,75
1964,4,Jun,46
1964,5,Jun,59
1964,6,Jun,33
1964,7,Jun,30
1964,8,Jun,28
1964,9,Jun,28
1964,10,Jun,30
1964,11,Jun,35
1964,12,Jun,47
1964,13,Jun,54
1964,14,Jun,52
1964,15,Jun,46
1964,16,Jun,59
1964,17,Jun,38
1964,18,Jun,38
1964,19,Jun,41
1964,20,Jun,45
1964,21,Jun,34
1964,22,Jun,27
1964,23,Jun,24
1964,24,Jun,23
1964,25,Jun,23
1964,26,Jun,23
1964,27,Jun,22
1964,28,Jun,21
1964,29,Jun,21
1964,30,Jun,21
1965,1,Jun,41
1965,2,Jun,35
1965,3,Jun,24
1965,4,Jun,17
1965,5,Jun,15
1965,6,Jun,13
1965,7,Jun,11
1965,8,Jun,11
1965,9,Jun,22
1965,10,Jun,30
1965,11,Jun,44
1965,12,Jun,65
1965,13,Jun,60
1965,14,Jun,47
1965,15,Jun,42
1965,16,Jun,46
1965,17,Jun,39
1965,18,Jun,28
1965,19,Jun,23
1965,20,Jun,20
1965,21,Jun,20
1965,22,Jun,24
1965,23,Jun,23
1965,24,Jun,20
1965,25,Jun,20
1965,26,Jun,21
1965,27,Jun,16
1965,28,Jun,11
1965,29,Jun,9.5
1965,30,Jun,8.3
1966,1,Jun,40
1966,2,Jun,41
1966,3,Jun,41
1966,4,Jun,59
1966,5,Jun,50
1966,6,Jun,43
1966,7,Jun,41
1966,8,Jun,43
1966,9,Jun,41
1966,10,Jun,35
1966,11,Jun,25
1966,12,Jun,20
1966,13,Jun,17
1966,14,Jun,16
1966,15,Jun,16
1966,16,Jun,17
1966,17,Jun,15
1966,18,Jun,12
1966,19,Jun,10
1966,20,Jun,10
1966,21,Jun,14
1966,22,Jun,17
1966,23,Jun,17
1966,24,Jun,14
1966,25,Jun,11
1966,26,Jun,11
1966,27,Jun,9.6
1966,28,Jun,8.64
1966,29,Jun,8.64
1966,30,Jun,8.64
1967,1,Jun,35
1967,2,Jun,27
1967,3,Jun,21
1967,4,Jun,23
1967,5,Jun,40
1967,6,Jun,67
1967,7,Jun,62
1967,8,Jun,70
1967,9,Jun,84
1967,10,Jun,84
1967,11,Jun,75
1967,12,Jun,73
1967,13,Jun,68
1967,14,Jun,57
1967,15,Jun,50
1967,16,Jun,42
1967,17,Jun,35
1967,18,Jun,29
1967,19,Jun,23
1967,20,Jun,19
1967,21,Jun,16
1967,22,Jun,15
1967,23,Jun,13
1967,24,Jun,13
1967,25,Jun,12
1967,26,Jun,11
1967,27,Jun,12
1967,28,Jun,12
1967,29,Jun,12
1967,30,Jun,14
1968,1,Jun,22
1968,2,Jun,37
1968,3,Jun,59
1968,4,Jun,84
1968,5,Jun,92
1968,6,Jun,81
1968,7,Jun,68
1968,8,Jun,55
1968,9,Jun,43
1968,10,Jun,36
1968,11,Jun,42
1968,12,Jun,50
1968,13,Jun,42
1968,14,Jun,35
1968,15,Jun,32
1968,16,Jun,30
1968,17,Jun,26
1968,18,Jun,21
1968,19,Jun,21
1968,20,Jun,29
1968,21,Jun,31
1968,22,Jun,27
1968,23,Jun,24
1968,24,Jun,23
1968,25,Jun,24
1968,26,Jun,28
1968,27,Jun,34
1968,28,Jun,23
1968,29,Jun,16
1968,30,Jun,19
1969,1,Jun,202
1969,2,Jun,174
1969,3,Jun,130
1969,4,Jun,112
1969,5,Jun,92
1969,6,Jun,67
1969,7,Jun,64
1969,8,Jun,59
1969,9,Jun,54
1969,10,Jun,52
1969,11,Jun,47
1969,12,Jun,44
1969,13,Jun,41
1969,14,Jun,36
1969,15,Jun,29
1969,16,Jun,23
1969,17,Jun,22
1969,18,Jun,21
1969,19,Jun,31
1969,20,Jun,62
1969,21,Jun,60
1969,22,Jun,47
1969,23,Jun,37
1969,24,Jun,33
1969,25,Jun,29
1969,26,Jun,24
1969,27,Jun,17
1969,28,Jun,17
1969,29,Jun,14
1969,30,Jun,18
1970,1,Jun,90
1970,2,Jun,105
1970,3,Jun,93
1970,4,Jun,94
1970,5,Jun,104
1970,6,Jun,98
1970,7,Jun,76
1970,8,Jun,64
1970,9,Jun,60
1970,10,Jun,77
1970,11,Jun,80
1970,12,Jun,75
1970,13,Jun,72
1970,14,Jun,142
1970,15,Jun,187
1970,16,Jun,177
1970,17,Jun,116
1970,18,Jun,90
1970,19,Jun,86
1970,20,Jun,96
1970,21,Jun,88
1970,22,Jun,68
1970,23,Jun,70
1970,24,Jun,100
1970,25,Jun,162
1970,26,Jun,211
1970,27,Jun,151
1970,28,Jun,111
1970,29,Jun,102
1970,30,Jun,149
1971,1,Jun,79
1971,2,Jun,108
1971,3,Jun,119
1971,4,Jun,87
1971,5,Jun,67
1971,6,Jun,57
1971,7,Jun,54
1971,8,Jun,55
1971,9,Jun,55
1971,10,Jun,58
1971,11,Jun,57
1971,12,Jun,55
1971,13,Jun,49
1971,14,Jun,41
1971,15,Jun,35
1971,16,Jun,20
1971,17,Jun,14
1971,18,Jun,14
1971,19,Jun,24
1971,20,Jun,21
1971,21,Jun,17
1971,22,Jun,28
1971,23,Jun,39
1971,24,Jun,60
1971,25,Jun,60
1971,26,Jun,56
1971,27,Jun,52
1971,28,Jun,60
1971,29,Jun,106
1971,30,Jun,233
1972,1,Jun,9.3
1972,2,Jun,31
1972,3,Jun,24
1972,4,Jun,14
1972,5,Jun,16
1972,6,Jun,20
1972,7,Jun,55
1972,8,Jun,37
1972,9,Jun,32
1972,10,Jun,53
1972,11,Jun,87
1972,12,Jun,91
1972,13,Jun,57
1972,14,Jun,43
1972,15,Jun,35
1972,16,Jun,27
1972,17,Jun,21
1972,18,Jun,15
1972,19,Jun,12
1972,20,Jun,10
1972,21,Jun,12
1972,22,Jun,11
1972,23,Jun,7.8
1972,24,Jun,6.4
1972,25,Jun,5.9
1972,26,Jun,5.6
1972,27,Jun,5.5
1972,28,Jun,5.9
1972,29,Jun,5.6
1972,30,Jun,6.4
1973,1,Jun,57
1973,2,Jun,61
1973,3,Jun,57
1973,4,Jun,47
1973,5,Jun,56
1973,6,Jun,66
1973,7,Jun,60
1973,8,Jun,94
1973,9,Jun,120
1973,10,Jun,141
1973,11,Jun,160
1973,12,Jun,136
1973,13,Jun,113
1973,14,Jun,102
1973,15,Jun,100
1973,16,Jun,99
1973,17,Jun,105
1973,18,Jun,102
1973,19,Jun,92
1973,20,Jun,92
1973,21,Jun,90
1973,22,Jun,85
1973,23,Jun,82
1973,24,Jun,72
1973,25,Jun,61
1973,26,Jun,59
1973,27,Jun,55
1973,28,Jun,52
1973,29,Jun,52
1973,30,Jun,51
1974,1,Jun,57
1974,2,Jun,61
1974,3,Jun,59
1974,4,Jun,51
1974,5,Jun,54
1974,6,Jun,40
1974,7,Jun,30
1974,8,Jun,29
1974,9,Jun,32
1974,10,Jun,30
1974,11,Jun,38
1974,12,Jun,63
1974,13,Jun,49
1974,14,Jun,37
1974,15,Jun,46
1974,16,Jun,87
1974,17,Jun,116
1974,18,Jun,107
1974,19,Jun,83
1974,20,Jun,63
1974,21,Jun,54
1974,22,Jun,49
1974,23,Jun,44
1974,24,Jun,47
1974,25,Jun,38
1974,26,Jun,34
1974,27,Jun,33
1974,28,Jun,35
1974,29,Jun,30
1974,30,Jun,27
1975,1,Jun,68
1975,2,Jun,145
1975,3,Jun,93
1975,4,Jun,101
1975,5,Jun,145
1975,6,Jun,88
1975,7,Jun,68
1975,8,Jun,55
1975,9,Jun,48
1975,10,Jun,38
1975,11,Jun,34
1975,12,Jun,31
1975,13,Jun,32
1975,14,Jun,31
1975,15,Jun,38
1975,16,Jun,47
1975,17,Jun,62
1975,18,Jun,138
1975,19,Jun,329
1975,20,Jun,391
1975,21,Jun,289
1975,22,Jun,327
1975,23,Jun,362
1975,24,Jun,264
1975,25,Jun,205
1975,26,Jun,135
1975,27,Jun,103
1975,28,Jun,77
1975,29,Jun,50
1975,30,Jun,41
1976,1,Jun,36
1976,2,Jun,36
1976,3,Jun,42
1976,4,Jun,101
1976,5,Jun,113
1976,6,Jun,84
1976,7,Jun,73
1976,8,Jun,63
1976,9,Jun,51
1976,10,Jun,48
1976,11,Jun,46
1976,12,Jun,51
1976,13,Jun,46
1976,14,Jun,44
1976,15,Jun,44
1976,16,Jun,33
1976,17,Jun,33
1976,18,Jun,31
1976,19,Jun,29
1976,20,Jun,25
1976,21,Jun,24
1976,22,Jun,20
1976,23,Jun,18
1976,24,Jun,19
1976,25,Jun,15
1976,26,Jun,14
1976,27,Jun,12
1976,28,Jun,12
1976,29,Jun,15
1976,30,Jun,12
1977,1,Jun,35
1977,2,Jun,34
1977,3,Jun,40
1977,4,Jun,43
1977,5,Jun,39
1977,6,Jun,33
1977,7,Jun,31
1977,8,Jun,30
1977,9,Jun,27
1977,10,Jun,24
1977,11,Jun,21
1977,12,Jun,45
1977,13,Jun,38
1977,14,Jun,32
1977,15,Jun,39
1977,16,Jun,39
1977,17,Jun,43
1977,18,Jun,33
1977,19,Jun,27
1977,20,Jun,23
1977,21,Jun,21
1977,22,Jun,15
1977,23,Jun,5.8
1977,24,Jun,5
1977,25,Jun,3
1977,26,Jun,2.1
1977,27,Jun,1.5
1977,28,Jun,1.2
1977,29,Jun,0.9
1977,30,Jun,0.9
1978,1,Jun,33
1978,2,Jun,34.3
1978,3,Jun,35.6
1978,4,Jun,39.5
1978,5,Jun,44.7
1978,6,Jun,56.5
1978,7,Jun,62.7
1978,8,Jun,61
1978,9,Jun,56.5
1978,10,Jun,49
1978,11,Jun,42.1
1978,12,Jun,35.6
1978,13,Jun,34.3
1978,14,Jun,33
1978,15,Jun,33
1978,16,Jun,34.3
1978,17,Jun,34.3
1978,18,Jun,38.2
1978,19,Jun,33
1978,20,Jun,30.8
1978,21,Jun,34.3
1978,22,Jun,25.3
1978,23,Jun,19.3
1978,24,Jun,16.6
1978,25,Jun,14.8
1978,26,Jun,13
1978,27,Jun,11.8
1978,28,Jun,11.8
1978,29,Jun,27.5
1978,30,Jun,67.8
1979,1,Jun,37.6
1979,2,Jun,38.8
1979,3,Jun,38.8
1979,4,Jun,40
1979,5,Jun,43.6
1979,6,Jun,49.6
1979,7,Jun,53.6
1979,8,Jun,44.8
1979,9,Jun,50.8
1979,10,Jun,56.8
1979,11,Jun,43.6
1979,12,Jun,41.2
1979,13,Jun,46
1979,14,Jun,118
1979,15,Jun,155
1979,16,Jun,192
1979,17,Jun,122
1979,18,Jun,89.4
1979,19,Jun,80.8
1979,20,Jun,98.4
1979,21,Jun,77.6
1979,22,Jun,68
1979,23,Jun,64.8
1979,24,Jun,56.8
1979,25,Jun,46
1979,26,Jun,37.6
1979,27,Jun,30.4
1979,28,Jun,26.4
1979,29,Jun,27.2
1979,30,Jun,23.2
1980,1,Jun,46.09
1980,2,Jun,42
1980,3,Jun,44
1980,4,Jun,58.8
1980,5,Jun,72.8
1980,6,Jun,63
1980,7,Jun,50.5
1980,8,Jun,45
1980,9,Jun,42
1980,10,Jun,40
1980,11,Jun,38
1980,12,Jun,37
1980,13,Jun,49.4
1980,14,Jun,54.9
1980,15,Jun,60.2
1980,16,Jun,63
1980,17,Jun,87.19
1980,18,Jun,84
1980,19,Jun,67.2
1980,20,Jun,85.6
1980,21,Jun,96.8
1980,22,Jun,90.4
1980,23,Jun,77
1980,24,Jun,74.2
1980,25,Jun,61.6
1980,26,Jun,53.8
1980,27,Jun,46.09
1980,28,Jun,53.8
1980,29,Jun,56
1980,30,Jun,60.2
1981,1,Jun,102.95
1981,2,Jun,118.2
1981,3,Jun,121.79
1981,4,Jun,102.95
1981,5,Jun,93.74
1981,6,Jun,87.99
1981,7,Jun,72.79
1981,8,Jun,65.8
1981,9,Jun,76.59
1981,10,Jun,87.99
1981,11,Jun,78.49
1981,12,Jun,74.69
1981,13,Jun,65.8
1981,14,Jun,61
1981,15,Jun,62.59
1981,16,Jun,54.59
1981,17,Jun,135.5
1981,18,Jun,52.99
1981,19,Jun,59.4
1981,20,Jun,52.99
1981,21,Jun,52.99
1981,22,Jun,54.59
1981,23,Jun,51.59
1981,24,Jun,48.8
1981,25,Jun,44.59
1981,26,Jun,39
1981,27,Jun,51.59
1981,28,Jun,50.2
1981,29,Jun,43.19
1981,30,Jun,37.8
1982,1,Jun,57.2
1982,2,Jun,92.5
1982,3,Jun,58.8
1982,4,Jun,42
1982,5,Jun,39
1982,6,Jun,35.4
1982,7,Jun,36.6
1982,8,Jun,91.5
1982,9,Jun,93.5
1982,10,Jun,93.5
1982,11,Jun,76
1982,12,Jun,65.2
1982,13,Jun,63.6
1982,14,Jun,66.8
1982,15,Jun,60.4
1982,16,Jun,42
1982,17,Jun,31.8
1982,18,Jun,28.2
1982,19,Jun,26
1982,20,Jun,25
1982,21,Jun,28.2
1982,22,Jun,26
1982,23,Jun,17
1982,24,Jun,13.5
1982,25,Jun,11.4
1982,26,Jun,10
1982,27,Jun,9.2
1982,28,Jun,8.4
1982,29,Jun,8
1982,30,Jun,7.2
1983,1,Jun,14.6
1983,2,Jun,15.2
1983,3,Jun,21
1983,4,Jun,17
1983,5,Jun,12.8
1983,6,Jun,11.6
1983,7,Jun,10.6
1983,8,Jun,9.8
1983,9,Jun,11.6
1983,10,Jun,37.6
1983,11,Jun,54.8
1983,12,Jun,37.6
1983,13,Jun,41.5
1983,14,Jun,32
1983,15,Jun,25
1983,16,Jun,17
1983,17,Jun,10.2
1983,18,Jun,7
1983,19,Jun,5.25
1983,20,Jun,4.55
1983,21,Jun,3.5
1983,22,Jun,3.35
1983,23,Jun,2.9
1983,24,Jun,4.9
1983,25,Jun,10.6
1983,26,Jun,16.4
1983,27,Jun,14
1983,28,Jun,9.8
1983,29,Jun,7.4
1983,30,Jun,5.6
1984,1,Jun,52
1984,2,Jun,51
1984,3,Jun,55
1984,4,Jun,62.7
1984,5,Jun,68.3
1984,6,Jun,71.75
1984,7,Jun,72.9
1984,8,Jun,74.05
1984,9,Jun,77.5
1984,10,Jun,76.35
1984,11,Jun,69.45
1984,12,Jun,70.6
1984,13,Jun,79.8
1984,14,Jun,77.5
1984,15,Jun,68.3
1984,16,Jun,59.4
1984,17,Jun,55
1984,18,Jun,51
1984,19,Jun,46
1984,20,Jun,43.2
1984,21,Jun,41.4
1984,22,Jun,37.8
1984,23,Jun,41.4
1984,24,Jun,38.7
1984,25,Jun,36
1984,26,Jun,34.2
1984,27,Jun,33.3
1984,28,Jun,32.4
1984,29,Jun,30.6
1984,30,Jun,28.8
1985,1,Jun,42.55
1985,2,Jun,38.13
1985,3,Jun,38.13
1985,4,Jun,32.23
1985,5,Jun,28.6
1985,6,Jun,30.75
1985,7,Jun,26.45
1985,8,Jun,22.15
1985,9,Jun,22.15
1985,10,Jun,23.23
1985,11,Jun,33.7
1985,12,Jun,33.7
1985,13,Jun,29.68
1985,14,Jun,29.68
1985,15,Jun,30.75
1985,16,Jun,28.6
1985,17,Jun,26.45
1985,18,Jun,32.23
1985,19,Jun,36.65
1985,20,Jun,39.6
1985,21,Jun,35.18
1985,22,Jun,36.65
1985,23,Jun,30.75
1985,24,Jun,36.65
1985,25,Jun,45.5
1985,26,Jun,35.18
1985,27,Jun,27.52
1985,28,Jun,22.15
1985,29,Jun,17.3
1985,30,Jun,14.6
1986,1,Jun,34.2
1986,2,Jun,34.2
1986,3,Jun,31.9
1986,4,Jun,28.45
1986,5,Jun,33.05
1986,6,Jun,36.5
1986,7,Jun,36.5
1986,8,Jun,42.2
1986,9,Jun,45.05
1986,10,Jun,37.93
1986,11,Jun,37.93
1986,12,Jun,36.5
1986,13,Jun,59.13
1986,14,Jun,91.7
1986,15,Jun,109.9
1986,16,Jun,98.9
1986,17,Jun,72.6
1986,18,Jun,62.48
1986,19,Jun,52.43
1986,20,Jun,45.05
1986,21,Jun,45.05
1986,22,Jun,45.05
1986,23,Jun,40.77
1986,24,Jun,37.93
1986,25,Jun,31.9
1986,26,Jun,39.35
1986,27,Jun,37.93
1986,28,Jun,34.2
1986,29,Jun,31.9
1986,30,Jun,29.6
1987,1,Jun,22.5
1987,2,Jun,20.5
1987,3,Jun,21.5
1987,4,Jun,21.5
1987,5,Jun,23.5
1987,6,Jun,28.5
1987,7,Jun,36.2
1987,8,Jun,47
1987,9,Jun,50.75
1987,10,Jun,89.6
1987,11,Jun,80
1987,12,Jun,57.2
1987,13,Jun,45.75
1987,14,Jun,40.75
1987,15,Jun,40.75
1987,16,Jun,34
1987,17,Jun,34
1987,18,Jun,36.2
1987,19,Jun,34
1987,20,Jun,37.3
1987,21,Jun,35.1
1987,22,Jun,30.7
1987,23,Jun,24.5
1987,24,Jun,17.65
1987,25,Jun,15.1
1987,26,Jun,12.55
1987,27,Jun,10
1987,28,Jun,7
1987,29,Jun,6.4
1987,30,Jun,5.8
1988,1,Jun,29.75
1988,2,Jun,49.6
1988,3,Jun,75.9
1988,4,Jun,92.4
1988,5,Jun,140.3
1988,6,Jun,179
1988,7,Jun,263.1
1988,8,Jun,303.8
1988,9,Jun,266.2
1988,10,Jun,195.8
1988,11,Jun,170.65
1988,12,Jun,145.5
1988,13,Jun,126.25
1988,14,Jun,112
1988,15,Jun,102
1988,16,Jun,86.7
1988,17,Jun,70.8
1988,18,Jun,57.6
1988,19,Jun,57.6
1988,20,Jun,62.4
1988,21,Jun,64
1988,22,Jun,67.4
1988,23,Jun,60.8
1988,24,Jun,52.8
1988,25,Jun,49.6
1988,26,Jun,49.6
1988,27,Jun,49.6
1988,28,Jun,52.8
1988,29,Jun,51.2
1988,30,Jun,52.8
1989,1,Jun,37.9
1989,2,Jun,36.6
1989,3,Jun,41.8
1989,4,Jun,52.6
1989,5,Jun,67
1989,6,Jun,49.8
1989,7,Jun,40.5
1989,8,Jun,35.3
1989,9,Jun,43.1
1989,10,Jun,52.6
1989,11,Jun,56.8
1989,12,Jun,55.4
1989,13,Jun,58.2
1989,14,Jun,56.8
1989,15,Jun,48.4
1989,16,Jun,52.6
1989,17,Jun,47
1989,18,Jun,37.9
1989,19,Jun,34
1989,20,Jun,32.85
1989,21,Jun,27.1
1989,22,Jun,23.65
1989,23,Jun,21.6
1989,24,Jun,19.8
1989,25,Jun,17.1
1989,26,Jun,14.4
1989,27,Jun,14.4
1989,28,Jun,14.4
1989,29,Jun,20.7
1989,30,Jun,29.4
1990,1,Jun,104.2
1990,2,Jun,114.2
1990,3,Jun,125.9
1990,4,Jun,102.6
1990,5,Jun,91.5
1990,6,Jun,78
1990,7,Jun,63.5
1990,8,Jun,51.35
1990,9,Jun,48.75
1990,10,Jun,47.5
1990,11,Jun,47.5
1990,12,Jun,45
1990,13,Jun,43.75
1990,14,Jun,41.25
1990,15,Jun,40
1990,16,Jun,40
1990,17,Jun,38.75
1990,18,Jun,36.4
1990,19,Jun,37.5
1990,20,Jun,37.5
1990,21,Jun,34.2
1990,22,Jun,33.1
1990,23,Jun,34.2
1990,24,Jun,30.9
1990,25,Jun,32
1990,26,Jun,38.75
1990,27,Jun,38.75
1990,28,Jun,33.1
1990,29,Jun,33.1
1990,30,Jun,30.9
1991,1,Jun,13.1
1991,2,Jun,11.1
1991,3,Jun,9.4
1991,4,Jun,7.4
1991,5,Jun,6.6
1991,6,Jun,13.6
1991,7,Jun,23.8
1991,8,Jun,28
1991,9,Jun,20.46
1991,10,Jun,16.68
1991,11,Jun,19.92
1991,12,Jun,18.84
1991,13,Jun,15.1
1991,14,Jun,14.1
1991,15,Jun,11.1
1991,16,Jun,9.8
1991,17,Jun,8.6
1991,18,Jun,7.8
1991,19,Jun,6.3
1991,20,Jun,6
1991,21,Jun,5.7
1991,22,Jun,5.4
1991,23,Jun,4.2
1991,24,Jun,3.9
1991,25,Jun,3.38
1991,26,Jun,3.16
1991,27,Jun,2.94
1991,28,Jun,2.72
1991,29,Jun,2.72
1991,30,Jun,4.5
1992,1,Jun,4
1992,2,Jun,3.76
1992,3,Jun,3.4
1992,4,Jun,2.92
1992,5,Jun,2.68
1992,6,Jun,2.8
1992,7,Jun,2.68
1992,8,Jun,2.8
1992,9,Jun,3.52
1992,10,Jun,5.12
1992,11,Jun,6.52
1992,12,Jun,6.52
1992,13,Jun,6.84
1992,14,Jun,6.84
1992,15,Jun,6.84
1992,16,Jun,7.18
1992,17,Jun,7
1992,18,Jun,6.52
1992,19,Jun,6.36
1992,20,Jun,6.04
1992,21,Jun,5.4
1992,22,Jun,4.84
1992,23,Jun,4.84
1992,24,Jun,4.28
1992,25,Jun,3.76
1992,26,Jun,3.64
1992,27,Jun,3.64
1992,28,Jun,3.76
1992,29,Jun,3.76
1992,30,Jun,4
1993,1,Jun,38.7
1993,2,Jun,34.3
1993,3,Jun,30
1993,4,Jun,31
1993,5,Jun,27
1993,6,Jun,24
1993,7,Jun,22
1993,8,Jun,23
1993,9,Jun,22
1993,10,Jun,22
1993,11,Jun,21
1993,12,Jun,19.2
1993,13,Jun,15.6
1993,14,Jun,17.4
1993,15,Jun,22
1993,16,Jun,24
1993,17,Jun,25
1993,18,Jun,24
1993,19,Jun,21
1993,20,Jun,16.5
1993,21,Jun,11.3
1993,22,Jun,10.6
1993,23,Jun,9.9
1993,24,Jun,7.8
1993,25,Jun,5
1993,26,Jun,4.44
1993,27,Jun,4.16
1993,28,Jun,4.72
1993,29,Jun,5
1993,30,Jun,5
1994,1,Jun,58.14
1994,2,Jun,45.88
1994,3,Jun,44.52
1994,4,Jun,44.52
1994,5,Jun,41.8
1994,6,Jun,51.78
1994,7,Jun,67.6
1994,8,Jun,72.25
1994,9,Jun,61.32
1994,10,Jun,61.32
1994,11,Jun,59.73
1994,12,Jun,58.14
1994,13,Jun,66.05
1994,14,Jun,59.73
1994,15,Jun,58.14
1994,16,Jun,50.19
1994,17,Jun,43.16
1994,18,Jun,37.72
1994,19,Jun,33.82
1994,20,Jun,29.1
1994,21,Jun,24.38
1994,22,Jun,21.26
1994,23,Jun,19.32
1994,24,Jun,19.32
1994,25,Jun,24.38
1994,26,Jun,37.72
1994,27,Jun,37.72
1994,28,Jun,30.28
1994,29,Jun,27.92
1994,30,Jun,33.82
1995,1,Jun,24.33
1995,2,Jun,20.84
1995,3,Jun,17.34
1995,4,Jun,16.18
1995,5,Jun,13.85
1995,6,Jun,16.18
1995,7,Jun,16.18
1995,8,Jun,18.51
1995,9,Jun,22.01
1995,10,Jun,26.85
1995,11,Jun,32.25
1995,12,Jun,37.65
1995,13,Jun,32.25
1995,14,Jun,30.9
1995,15,Jun,29.55
1995,16,Jun,24.33
1995,17,Jun,20.84
1995,18,Jun,19.67
1995,19,Jun,17.34
1995,20,Jun,19.67
1995,21,Jun,28.2
1995,22,Jun,26.85
1995,23,Jun,33.6
1995,24,Jun,33.6
1995,25,Jun,25.5
1995,26,Jun,20.84
1995,27,Jun,18.51
1995,28,Jun,17.34
1995,29,Jun,17.34
1995,30,Jun,16.18
1996,1,Jun,21.7
1996,2,Jun,25
1996,3,Jun,21.7
1996,4,Jun,25
1996,5,Jun,26.25
1996,6,Jun,35
1996,7,Jun,78.7
1996,8,Jun,61
1996,9,Jun,67.15
1996,10,Jun,85.6
1996,11,Jun,58
1996,12,Jun,46.6
1996,13,Jun,53.5
1996,14,Jun,105.2
1996,15,Jun,83.8
1996,16,Jun,105.2
1996,17,Jun,106.5
1996,18,Jun,91
1996,19,Jun,83.8
1996,20,Jun,70.45
1996,21,Jun,67.15
1996,22,Jun,58
1996,23,Jun,49.2
1996,24,Jun,47.9
